a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,age,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,target
Oui,1,2,2,3,Transformation Digitale,Occasionnel,1,4,3,5,1,4,3,3,Oui,55,Marié(e),Consulting,Senior Manager,5,5,1
Non,0,1,8,4,Infra & Cloud,Aucun,0,1,2,3,1,2,3,3,Non,36,Célibataire,Commercial,Cadre Commercial,1,10,0
Non,1,3,19,4,Transformation Digitale,Aucun,1,4,3,1,4,1,3,3,Non,52,Marié(e),Consulting,Assistant de Direction,0,4,0
Non,1,2,1,2,Infra & Cloud,Frequent,2,1,1,1,4,1,3,3,Non,26,Divorcé(e),Consulting,Consultant,3,2,0
Non,1,3,27,3,Transformation Digitale,Occasionnel,1,2,3,2,3,1,2,3,Non,29,Marié(e),Consulting,Manager,4,8,0
Oui,0,2,8,3,Entrepreunariat,Occasionnel,1,4,2,2,1,3,2,3,Non,26,Célibataire,Commercial,Cadre Commercial,6,4,1
Non,0,2,1,4,Infra & Cloud,Occasionnel,1,2,4,1,4,3,3,3,Non,34,Célibataire,Consulting,Assistant de Direction,2,4,0
Non,2,4,19,4,Transformation Digitale,Occasionnel,1,4,3,2,1,2,3,3,Oui,54,Divorcé(e),Consulting,Tech Lead,9,5,0
Non,1,3,8,1,Marketing,Frequent,1,3,3,2,4,2,3,3,Non,27,Marié(e),Commercial,Cadre Commercial,0,4,0
Non,2,3,10,1,Infra & Cloud,Occasionnel,4,4,3,1,1,2,2,3,Oui,37,Divorcé(e),Consulting,Assistant de Direction,0,5,0
Non,0,2,2,4,Infra & Cloud,Frequent,4,1,4,2,1,4,3,3,Oui,38,Célibataire,Consulting,Tech Lead,6,15,0
Non,0,3,2,4,Transformation Digitale,Occasionnel,1,3,2,1,1,3,3,3,Non,34,Célibataire,Consulting,Assistant de Direction,1,6,0
Non,1,1,8,4,Infra & Cloud,Occasionnel,0,1,3,1,4,2,2,3,Non,35,Marié(e),Commercial,Représentant Commercial,1,3,0
Non,2,2,1,3,Infra & Cloud,Occasionnel,0,4,1,1,3,3,3,4,Non,30,Marié(e),Consulting,Consultant,3,2,0
Non,1,2,2,2,Transformation Digitale,Frequent,3,3,4,2,2,4,3,4,Non,40,Marié(e),Consulting,Manager,1,8,0
Non,1,1,8,2,Infra & Cloud,Occasionnel,1,3,3,2,1,2,3,3,Non,34,Marié(e),Commercial,Cadre Commercial,5,3,0
Non,1,4,8,3,Infra & Cloud,Frequent,14,2,3,5,4,2,2,3,Non,42,Divorcé(e),Consulting,Senior Manager,1,24,0
Oui,2,2,6,3,Infra & Cloud,Occasionnel,0,3,4,1,1,3,3,4,Oui,23,Marié(e),Consulting,Consultant,1,0,1
Non,3,4,9,3,Infra & Cloud,Aucun,0,3,2,1,2,3,3,3,Non,24,Divorcé(e),Consulting,Consultant,1,1,0
Non,1,3,11,4,Infra & Cloud,Occasionnel,1,4,3,2,3,2,3,4,Non,52,Marié(e),Consulting,Consultant,8,5,0
Non,0,3,2,3,Transformation Digitale,Occasionnel,0,3,3,4,3,4,3,3,Non,50,Marié(e),Consulting,Directeur Technique,5,4,0
Oui,1,1,1,2,Infra & Cloud,Occasionnel,0,2,2,1,1,4,3,3,Oui,29,Marié(e),Consulting,Consultant,1,1,1
Non,0,3,7,3,Transformation Digitale,Occasionnel,3,3,3,3,3,4,4,3,Non,33,Marié(e),Consulting,Directeur Technique,0,13,0
Oui,0,3,16,3,Marketing,Occasionnel,0,1,3,2,1,3,3,3,Non,33,Célibataire,Commercial,Cadre Commercial,5,3,1
Non,1,3,2,2,Autre,Occasionnel,3,3,3,4,4,3,2,3,Oui,47,Marié(e),Consulting,Senior Manager,1,26,0
Non,1,2,1,3,Autre,Occasionnel,0,3,3,2,2,1,3,3,Non,36,Marié(e),Consulting,Tech Lead,0,9,0
Non,1,3,23,2,Infra & Cloud,Occasionnel,0,3,4,1,3,3,3,4,Non,29,Marié(e),Consulting,Assistant de Direction,1,10,0
Oui,0,2,2,4,Infra & Cloud,Occasionnel,13,4,3,5,2,4,3,3,Oui,58,Célibataire,Consulting,Directeur Technique,7,31,1
Non,0,0,1,4,Infra & Cloud,Occasionnel,2,4,4,1,3,3,3,3,Non,35,Célibataire,Consulting,Assistant de Direction,3,2,0
Non,1,4,1,2,Infra & Cloud,Occasionnel,0,4,2,2,4,4,3,3,Oui,42,Marié(e),Consulting,Tech Lead,9,4,0
Oui,0,3,2,4,Transformation Digitale,Occasionnel,2,3,3,1,3,4,2,3,Non,28,Célibataire,Consulting,Assistant de Direction,6,2,1
Non,1,2,13,3,Ressources Humaines,Occasionnel,0,3,3,1,2,2,3,3,Non,36,Marié(e),Ressources Humaines,Ressources Humaines,4,5,0
Non,1,3,4,3,Infra & Cloud,Occasionnel,6,3,2,2,3,3,3,3,Non,32,Marié(e),Consulting,Tech Lead,1,14,0
Non,0,6,16,4,Transformation Digitale,Frequent,0,1,2,2,3,4,3,3,Non,40,Célibataire,Consulting,Consultant,6,1,0
Non,0,4,2,3,Transformation Digitale,Occasionnel,0,3,2,2,4,2,2,4,Oui,30,Célibataire,Consulting,Tech Lead,5,0,0
Non,0,3,2,3,Infra & Cloud,Occasionnel,0,2,2,1,3,4,3,3,Non,45,Célibataire,Consulting,Assistant de Direction,1,1,0
Non,1,3,29,3,Infra & Cloud,Occasionnel,7,2,3,2,2,4,2,3,Non,42,Marié(e),Consulting,Tech Lead,1,9,0
Non,1,3,12,3,Infra & Cloud,Frequent,1,1,2,2,1,3,2,3,Non,38,Divorcé(e),Consulting,Manager,2,4,0
Non,0,3,16,4,Infra & Cloud,Frequent,1,3,2,1,4,3,3,3,Non,34,Célibataire,Consulting,Assistant de Direction,1,5,0
Oui,2,3,11,3,Marketing,Occasionnel,7,3,3,3,4,1,4,3,Non,49,Marié(e),Commercial,Cadre Commercial,1,9,1
Oui,0,3,2,1,Transformation Digitale,Occasionnel,7,3,3,2,4,3,2,3,Non,55,Célibataire,Commercial,Cadre Commercial,4,9,1
Non,1,3,14,2,Infra & Cloud,Occasionnel,1,2,3,4,1,3,3,4,Non,43,Marié(e),Consulting,Directeur Technique,6,4,0
Non,1,3,5,1,Entrepreunariat,Occasionnel,0,3,2,3,4,2,3,3,Oui,27,Divorcé(e),Consulting,Directeur Technique,1,9,0
Non,0,3,7,3,Autre,Occasionnel,1,3,3,3,3,2,4,4,Non,35,Célibataire,Consulting,Tech Lead,3,8,0
Non,0,2,2,4,Marketing,Occasionnel,7,2,3,2,2,1,3,4,Oui,28,Marié(e),Commercial,Cadre Commercial,1,8,0
Non,1,1,3,2,Ressources Humaines,Occasionnel,0,3,3,1,4,3,1,3,Non,34,Marié(e),Ressources Humaines,Ressources Humaines,0,3,0
Oui,1,2,5,2,Transformation Digitale,Frequent,1,3,2,1,3,1,3,3,Oui,26,Marié(e),Consulting,Assistant de Direction,1,8,1
Non,3,6,3,3,Transformation Digitale,Aucun,0,4,3,1,4,3,2,3,Non,27,Marié(e),Consulting,Assistant de Direction,1,0,0
Non,1,2,26,4,Marketing,Occasionnel,4,1,3,4,3,3,2,3,Non,51,Marié(e),Commercial,Senior Manager,2,20,0
Non,0,2,4,3,Transformation Digitale,Occasionnel,2,4,3,2,2,4,2,3,Non,44,Célibataire,Consulting,Manager,9,5,0
Non,0,3,2,1,Transformation Digitale,Occasionnel,0,1,4,1,1,3,2,3,Non,25,Célibataire,Consulting,Assistant de Direction,7,4,0
Non,1,5,1,3,Transformation Digitale,Occasionnel,0,1,4,2,1,1,3,4,Non,33,Divorcé(e),Commercial,Cadre Commercial,1,9,0
Non,0,3,27,1,Transformation Digitale,Occasionnel,1,3,2,1,1,4,2,3,Non,35,Célibataire,Consulting,Assistant de Direction,1,6,0
Non,1,1,1,2,Infra & Cloud,Occasionnel,4,2,3,2,4,4,2,3,Oui,36,Marié(e),Commercial,Cadre Commercial,1,18,0
Non,1,3,13,4,Infra & Cloud,Occasionnel,0,2,3,2,4,3,2,3,Non,32,Divorcé(e),Commercial,Cadre Commercial,2,5,0
Non,1,3,5,4,Infra & Cloud,Frequent,0,2,2,1,4,2,2,3,Non,30,Divorcé(e),Consulting,Assistant de Direction,9,5,0
Non,1,3,7,2,Marketing,Occasionnel,0,1,2,3,4,4,3,3,Oui,53,Marié(e),Commercial,Cadre Commercial,7,5,0
Non,1,2,9,3,Marketing,Occasionnel,0,4,3,3,1,3,3,3,Oui,45,Divorcé(e),Commercial,Cadre Commercial,4,5,0
Non,1,3,8,2,Transformation Digitale,Occasionnel,1,3,4,2,3,3,2,3,Non,32,Marié(e),Consulting,Assistant de Direction,5,5,0
Non,0,3,25,4,Transformation Digitale,Frequent,0,3,2,4,4,3,3,4,Non,52,Marié(e),Consulting,Tech Lead,3,9,0
Non,2,2,16,4,Marketing,Occasionnel,0,4,2,2,3,4,3,3,Non,37,Divorcé(e),Commercial,Cadre Commercial,4,1,0
Non,1,6,8,2,Transformation Digitale,Occasionnel,0,2,2,1,4,4,3,3,Non,28,Divorcé(e),Ressources Humaines,Ressources Humaines,1,5,0
Non,2,2,1,2,Infra & Cloud,Occasionnel,2,4,2,2,4,1,1,4,Non,22,Marié(e),Consulting,Tech Lead,6,2,0
Non,1,2,8,4,Infra & Cloud,Occasionnel,0,1,4,1,4,3,2,4,Oui,44,Marié(e),Consulting,Consultant,2,3,0
Non,0,2,2,1,Transformation Digitale,Frequent,2,2,3,1,4,4,3,3,Oui,42,Célibataire,Consulting,Assistant de Direction,5,2,0
Non,0,3,8,3,Infra & Cloud,Occasionnel,0,1,2,1,1,3,3,4,Non,36,Marié(e),Ressources Humaines,Ressources Humaines,0,5,0
Non,0,3,3,1,Autre,Occasionnel,0,3,3,2,1,4,3,3,Oui,25,Marié(e),Commercial,Cadre Commercial,1,5,0
Non,1,2,9,3,Infra & Cloud,Occasionnel,5,4,2,3,3,2,3,4,Oui,35,Marié(e),Consulting,Tech Lead,1,17,0
Oui,1,3,25,4,Infra & Cloud,Frequent,7,4,3,1,2,1,2,3,Oui,35,Divorcé(e),Consulting,Assistant de Direction,1,10,1
Non,1,2,1,3,Infra & Cloud,Aucun,0,4,3,1,4,2,3,3,Non,32,Divorcé(e),Consulting,Consultant,0,3,0
Non,0,1,4,1,Marketing,Occasionnel,0,3,2,2,1,1,4,3,Non,25,Marié(e),Commercial,Cadre Commercial,1,5,0
Non,1,2,1,3,Entrepreunariat,Occasionnel,0,3,3,1,1,2,3,3,Non,49,Marié(e),Consulting,Assistant de Direction,2,4,0
Non,0,2,4,1,Infra & Cloud,Aucun,3,1,2,1,4,4,2,3,Non,24,Marié(e),Consulting,Consultant,0,5,0
Non,1,3,5,2,Infra & Cloud,Frequent,5,2,3,2,2,4,3,3,Non,32,Marié(e),Commercial,Cadre Commercial,1,10,0
Non,1,3,9,3,Marketing,Occasionnel,1,2,2,1,2,4,3,3,Non,38,Marié(e),Commercial,Représentant Commercial,0,2,0
Non,1,1,3,3,Infra & Cloud,Occasionnel,1,3,4,2,4,2,2,3,Oui,42,Marié(e),Consulting,Consultant,2,5,0
Non,1,2,11,4,Infra & Cloud,Occasionnel,0,4,3,1,4,2,3,3,Oui,31,Marié(e),Consulting,Assistant de Direction,3,6,0
Oui,3,3,1,3,Transformation Digitale,Occasionnel,0,2,2,1,3,3,3,3,Oui,29,Divorcé(e),Commercial,Représentant Commercial,6,3,1
Non,1,3,8,3,Marketing,Occasionnel,2,1,3,4,4,3,3,3,Non,53,Marié(e),Commercial,Cadre Commercial,5,2,0
Non,0,2,25,3,Entrepreunariat,Occasionnel,4,4,2,3,2,1,3,3,Non,35,Marié(e),Consulting,Tech Lead,3,13,0
Non,1,3,21,2,Transformation Digitale,Frequent,0,3,3,1,4,2,3,3,Non,37,Marié(e),Commercial,Représentant Commercial,5,5,0
Non,0,0,23,4,Infra & Cloud,Occasionnel,3,4,3,4,4,3,3,3,Non,53,Célibataire,Consulting,Directeur Technique,6,12,0
Non,1,2,1,3,Infra & Cloud,Frequent,2,4,3,2,4,2,2,3,Non,43,Marié(e),Consulting,Manager,4,5,0
Non,1,2,2,2,Marketing,Occasionnel,7,3,3,2,4,1,3,4,Oui,47,Marié(e),Commercial,Cadre Commercial,0,7,0
Non,0,2,19,2,Transformation Digitale,Aucun,0,1,3,3,2,4,3,3,Oui,37,Célibataire,Commercial,Cadre Commercial,1,10,0
Non,1,3,2,4,Infra & Cloud,Aucun,14,1,3,4,1,4,3,3,Non,50,Divorcé(e),Consulting,Senior Manager,1,31,0
Non,2,2,2,3,Infra & Cloud,Occasionnel,0,4,2,2,4,3,3,3,Non,39,Marié(e),Ressources Humaines,Ressources Humaines,8,5,0
Non,1,4,3,2,Ressources Humaines,Occasionnel,0,4,3,1,2,3,4,3,Oui,33,Divorcé(e),Ressources Humaines,Ressources Humaines,3,4,0
Oui,0,2,25,4,Infra & Cloud,Occasionnel,0,1,3,1,4,3,1,4,Oui,32,Célibataire,Consulting,Consultant,1,1,1
Non,3,5,7,1,Transformation Digitale,Occasionnel,0,1,2,1,4,3,3,3,Non,29,Divorcé(e),Consulting,Consultant,6,4,0
Non,0,0,9,2,Infra & Cloud,Occasionnel,7,2,3,1,1,4,3,3,Oui,44,Marié(e),Consulting,Assistant de Direction,1,8,0
Non,0,3,5,4,Transformation Digitale,Occasionnel,0,1,3,2,4,2,3,3,Non,28,Célibataire,Commercial,Cadre Commercial,1,4,0
Oui,1,3,2,1,Infra & Cloud,Frequent,0,4,2,1,4,4,2,3,Oui,58,Divorcé(e),Consulting,Consultant,9,1,1
Non,1,2,8,3,Infra & Cloud,Occasionnel,0,1,3,2,2,3,4,4,Non,43,Divorcé(e),Consulting,Tech Lead,4,1,0
Oui,0,3,2,3,Transformation Digitale,Occasionnel,0,3,2,1,3,4,2,3,Non,20,Célibataire,Commercial,Représentant Commercial,1,2,1
Oui,0,3,18,1,Autre,Occasionnel,0,4,3,1,4,1,2,3,Non,21,Célibataire,Consulting,Assistant de Direction,1,1,1
Non,1,2,14,1,Infra & Cloud,Occasionnel,4,3,3,2,4,1,2,3,Oui,36,Marié(e),Consulting,Manager,0,16,0
Non,0,3,2,4,Infra & Cloud,Occasionnel,1,4,2,1,4,1,2,3,Oui,47,Célibataire,Commercial,Représentant Commercial,1,3,0
Oui,1,3,3,1,Infra & Cloud,Occasionnel,0,2,3,2,3,1,4,3,Oui,22,Marié(e),Consulting,Tech Lead,0,3,1
Oui,1,1,2,4,Infra & Cloud,Occasionnel,1,2,1,1,4,3,2,3,Oui,41,Divorcé(e),Consulting,Consultant,4,7,1
Non,1,2,9,3,Transformation Digitale,Occasionnel,2,3,3,1,3,2,3,3,Non,28,Divorcé(e),Consulting,Assistant de Direction,5,2,0
Oui,0,2,6,3,Transformation Digitale,Occasionnel,2,4,3,1,1,4,1,4,Oui,39,Marié(e),Consulting,Consultant,7,2,1
Non,0,2,4,3,Infra & Cloud,Occasionnel,0,2,3,1,3,3,3,3,Non,27,Célibataire,Consulting,Assistant de Direction,1,1,0
Non,2,3,10,3,Infra & Cloud,Occasionnel,1,2,3,1,2,2,3,3,Non,34,Divorcé(e),Consulting,Consultant,1,1,0
Non,0,6,14,2,Transformation Digitale,Occasionnel,0,3,2,2,3,1,3,3,Non,42,Célibataire,Commercial,Cadre Commercial,7,5,0
Non,0,1,1,4,Autre,Occasionnel,0,3,2,1,1,2,3,3,Oui,33,Célibataire,Consulting,Assistant de Direction,3,3,0
Non,1,3,5,3,Entrepreunariat,Occasionnel,0,3,2,3,2,4,3,3,Oui,58,Divorcé(e),Consulting,Manager,2,6,0
Non,0,2,7,4,Infra & Cloud,Occasionnel,5,2,2,1,3,2,4,3,Non,31,Marié(e),Commercial,Représentant Commercial,3,7,0
Non,1,2,21,1,Infra & Cloud,Occasionnel,0,4,3,2,4,4,1,4,Oui,35,Marié(e),Consulting,Manager,1,10,0
Non,1,3,8,2,Autre,Occasionnel,1,1,3,3,2,3,2,3,Non,49,Marié(e),Consulting,Consultant,4,26,0
Non,2,2,20,4,Transformation Digitale,Occasionnel,0,4,3,1,3,1,2,3,Non,48,Marié(e),Consulting,Assistant de Direction,4,0,0
Non,1,2,20,2,Marketing,Aucun,0,4,3,2,3,4,2,3,Non,31,Marié(e),Commercial,Cadre Commercial,1,9,0
Non,0,6,7,4,Autre,Occasionnel,0,2,3,1,4,3,3,3,Non,36,Célibataire,Consulting,Assistant de Direction,2,6,0
Non,1,3,1,3,Entrepreunariat,Occasionnel,5,4,3,3,1,2,3,3,Non,38,Marié(e),Consulting,Directeur Technique,1,15,0
Non,0,3,1,3,Infra & Cloud,Aucun,0,3,2,1,2,3,3,4,Non,32,Marié(e),Consulting,Consultant,6,3,0
Oui,3,2,19,2,Marketing,Occasionnel,0,3,2,1,2,3,3,3,Oui,25,Marié(e),Commercial,Représentant Commercial,1,1,1
Non,1,2,10,4,Marketing,Occasionnel,0,1,2,3,2,2,2,3,Non,40,Divorcé(e),Commercial,Cadre Commercial,2,1,0
Non,0,2,1,3,Transformation Digitale,Frequent,0,3,2,2,1,2,3,3,Non,26,Célibataire,Commercial,Cadre Commercial,1,7,0
Non,0,3,6,3,Transformation Digitale,Occasionnel,2,4,3,1,1,3,3,3,Oui,41,Célibataire,Consulting,Consultant,2,18,0
Non,0,6,2,4,Transformation Digitale,Occasionnel,3,3,3,1,3,3,3,4,Non,36,Célibataire,Consulting,Consultant,4,11,0
Oui,0,3,21,3,Autre,Occasionnel,0,4,2,1,2,2,4,3,Oui,19,Célibataire,Commercial,Représentant Commercial,1,1,1
Oui,0,2,4,3,Entrepreunariat,Occasionnel,0,1,3,1,1,2,3,3,Non,20,Célibataire,Consulting,Consultant,1,1,1
Non,2,2,12,3,Transformation Digitale,Occasionnel,8,4,3,2,4,3,1,3,Oui,31,Marié(e),Consulting,Manager,0,9,0
Non,1,2,9,4,Transformation Digitale,Frequent,0,4,3,1,2,4,3,3,Oui,40,Divorcé(e),Consulting,Assistant de Direction,8,1,0
Non,1,2,3,4,Transformation Digitale,Occasionnel,6,3,3,2,1,3,4,3,Non,32,Marié(e),Consulting,Tech Lead,1,8,0
Oui,1,6,3,1,Infra & Cloud,Occasionnel,3,3,2,3,4,1,3,3,Oui,36,Marié(e),Commercial,Cadre Commercial,1,16,1
Non,0,3,1,3,Infra & Cloud,Occasionnel,1,2,2,2,4,1,3,3,Non,33,Célibataire,Consulting,Manager,0,5,0
Oui,0,2,1,4,Infra & Cloud,Occasionnel,11,1,2,3,3,3,1,3,Non,37,Marié(e),Commercial,Cadre Commercial,5,14,1
Non,0,5,4,2,Infra & Cloud,Aucun,0,3,3,2,2,2,2,3,Non,45,Marié(e),Consulting,Consultant,1,9,0
Non,1,5,20,3,Entrepreunariat,Frequent,0,3,3,1,4,2,3,3,Non,29,Marié(e),Commercial,Représentant Commercial,1,3,0
Non,0,3,18,3,Transformation Digitale,Occasionnel,1,3,3,2,3,2,3,3,Non,35,Marié(e),Commercial,Cadre Commercial,1,5,0
Non,1,2,1,2,Infra & Cloud,Occasionnel,7,4,3,4,4,2,2,3,Non,52,Marié(e),Consulting,Senior Manager,2,9,0
Oui,0,4,2,3,Entrepreunariat,Occasionnel,0,4,3,1,3,1,3,4,Non,58,Célibataire,Consulting,Assistant de Direction,4,1,1
Non,1,3,2,2,Transformation Digitale,Occasionnel,15,3,3,4,3,3,4,3,Non,53,Divorcé(e),Commercial,Senior Manager,6,17,0
Non,1,2,8,2,Autre,Occasionnel,7,3,3,3,3,1,4,3,Non,30,Divorcé(e),Commercial,Cadre Commercial,5,8,0
Non,0,1,10,3,Entrepreunariat,Aucun,1,3,3,2,4,2,3,3,Oui,38,Célibataire,Commercial,Cadre Commercial,1,5,0
Non,1,2,3,4,Infra & Cloud,Occasionnel,0,4,3,3,4,2,3,3,Non,35,Divorcé(e),Commercial,Cadre Commercial,6,10,0
Non,0,3,2,5,Infra & Cloud,Occasionnel,0,1,4,3,3,4,3,3,Non,39,Célibataire,Commercial,Cadre Commercial,0,8,0
Oui,0,2,24,3,Infra & Cloud,Aucun,0,2,4,4,2,4,2,3,Oui,40,Célibataire,Commercial,Cadre Commercial,4,1,1
Non,0,3,16,4,Transformation Digitale,Frequent,2,3,4,2,3,3,4,3,Oui,47,Divorcé(e),Consulting,Tech Lead,1,19,0
Non,2,3,8,4,Entrepreunariat,Aucun,0,1,3,2,4,4,3,3,Non,36,Divorcé(e),Commercial,Cadre Commercial,4,7,0
Oui,0,0,9,2,Transformation Digitale,Aucun,1,3,2,1,1,1,3,4,Oui,31,Célibataire,Consulting,Assistant de Direction,0,3,1
Non,0,2,17,3,Infra & Cloud,Aucun,6,4,3,4,3,4,3,3,Non,33,Célibataire,Commercial,Senior Manager,1,10,0
Oui,0,5,10,3,Infra & Cloud,Occasionnel,0,4,2,1,1,3,3,4,Oui,29,Célibataire,Consulting,Assistant de Direction,6,0,1
Non,0,4,13,1,Infra & Cloud,Occasionnel,0,2,3,1,4,1,3,3,Non,33,Célibataire,Consulting,Assistant de Direction,3,3,0
Non,2,2,1,4,Transformation Digitale,Occasionnel,0,4,3,1,4,4,3,3,Non,45,Divorcé(e),Consulting,Consultant,3,5,0
Non,1,1,1,2,Transformation Digitale,Occasionnel,1,4,3,4,4,3,2,4,Non,50,Divorcé(e),Consulting,Directeur Technique,9,5,0
Non,1,2,1,4,Autre,Frequent,1,3,4,2,2,1,3,3,Oui,33,Marié(e),Consulting,Manager,1,6,0
Non,1,2,9,3,Transformation Digitale,Frequent,0,1,3,5,3,2,4,3,Non,41,Divorcé(e),Consulting,Directeur Technique,2,18,0
Non,1,2,16,4,Entrepreunariat,Occasionnel,2,3,3,1,2,2,3,3,Non,27,Marié(e),Consulting,Consultant,9,2,0
Non,1,2,23,2,Infra & Cloud,Aucun,0,4,3,2,1,3,3,3,Oui,45,Marié(e),Consulting,Consultant,1,9,0
Non,0,0,4,2,Infra & Cloud,Occasionnel,0,4,3,2,4,3,3,3,Oui,47,Célibataire,Commercial,Cadre Commercial,1,9,0
Oui,0,2,22,3,Infra & Cloud,Occasionnel,0,1,3,1,3,2,3,3,Oui,30,Marié(e),Consulting,Assistant de Direction,4,5,1
Non,1,2,24,3,Infra & Cloud,Occasionnel,1,4,3,4,3,4,3,3,Oui,50,Marié(e),Consulting,Tech Lead,3,12,0
Non,1,0,10,1,Transformation Digitale,Frequent,0,3,3,1,3,2,2,3,Non,38,Marié(e),Consulting,Assistant de Direction,0,2,0
Non,1,3,7,2,Transformation Digitale,Occasionnel,0,4,3,3,3,2,3,3,Non,46,Divorcé(e),Consulting,Tech Lead,6,8,0
Non,2,6,17,1,Transformation Digitale,Occasionnel,3,4,2,2,3,2,3,3,Non,24,Divorcé(e),Consulting,Tech Lead,1,4,0
Oui,1,2,14,4,Autre,Occasionnel,0,3,2,1,2,4,1,4,Oui,35,Divorcé(e),Consulting,Consultant,1,4,1
Non,1,1,1,1,Infra & Cloud,Frequent,0,3,3,2,1,3,3,3,Non,31,Marié(e),Consulting,Tech Lead,1,4,0
Non,0,2,5,2,Infra & Cloud,Aucun,0,2,3,1,4,4,3,3,Non,18,Célibataire,Consulting,Assistant de Direction,1,0,0
Non,1,2,17,3,Entrepreunariat,Occasionnel,0,3,3,3,3,3,3,3,Non,54,Marié(e),Consulting,Tech Lead,8,10,0
Non,1,3,25,4,Transformation Digitale,Occasionnel,10,3,3,3,3,3,2,3,Oui,35,Divorcé(e),Consulting,Manager,1,16,0
Non,3,4,8,2,Infra & Cloud,Occasionnel,1,2,4,3,1,3,2,3,Oui,30,Marié(e),Consulting,Directeur Technique,0,8,0
Oui,0,2,11,3,Transformation Digitale,Occasionnel,0,4,2,1,1,1,3,3,Oui,20,Célibataire,Consulting,Assistant de Direction,1,1,1
Oui,0,3,5,3,Transformation Digitale,Frequent,1,2,3,1,2,1,3,3,Non,30,Célibataire,Consulting,Consultant,0,3,1
Non,0,2,2,2,Transformation Digitale,Occasionnel,1,4,4,2,4,2,3,3,Non,26,Marié(e),Consulting,Tech Lead,1,8,0
Non,1,3,8,1,Infra & Cloud,Occasionnel,1,2,1,1,1,1,2,3,Non,22,Marié(e),Consulting,Consultant,1,4,0
Non,0,0,6,3,Infra & Cloud,Occasionnel,2,1,2,2,3,4,3,3,Non,48,Célibataire,Consulting,Manager,2,2,0
Non,0,3,4,4,Infra & Cloud,Occasionnel,4,3,2,3,3,2,3,3,Non,48,Célibataire,Consulting,Manager,7,15,0
Non,0,6,7,2,Transformation Digitale,Occasionnel,2,4,3,2,3,2,3,3,Non,41,Célibataire,Consulting,Tech Lead,6,2,0
Non,1,3,1,1,Infra & Cloud,Occasionnel,11,4,2,4,4,3,3,3,Non,39,Marié(e),Consulting,Tech Lead,1,21,0
Non,1,2,2,4,Infra & Cloud,Occasionnel,2,1,3,2,4,2,3,3,Non,27,Marié(e),Consulting,Tech Lead,0,3,0
Non,1,4,10,3,Autre,Occasionnel,1,2,3,1,4,1,2,4,Non,35,Divorcé(e),Consulting,Consultant,1,3,0
Non,0,3,5,2,Marketing,Occasionnel,0,4,3,5,3,2,4,3,Non,42,Marié(e),Commercial,Senior Manager,6,1,0
Non,0,5,9,3,Infra & Cloud,Occasionnel,0,1,3,1,4,2,3,3,Non,50,Marié(e),Consulting,Consultant,4,1,0
Non,0,4,2,3,Infra & Cloud,Occasionnel,4,3,2,4,4,1,3,3,Oui,59,Célibataire,Consulting,Tech Lead,3,5,0
Oui,0,2,11,2,Transformation Digitale,Occasionnel,0,1,1,2,2,1,1,3,Non,37,Marié(e),Consulting,Manager,5,1,1
Non,2,3,18,4,Transformation Digitale,Frequent,6,3,3,2,2,4,3,3,Oui,55,Marié(e),Consulting,Manager,3,8,0
Non,2,3,7,1,Infra & Cloud,Aucun,5,2,1,5,3,2,3,4,Non,41,Divorcé(e),Consulting,Directeur Technique,1,21,0
Non,0,1,3,4,Infra & Cloud,Occasionnel,0,2,3,2,4,3,3,3,Oui,38,Célibataire,Commercial,Cadre Commercial,8,1,0
Oui,0,6,29,2,Transformation Digitale,Aucun,2,2,1,2,1,4,3,3,Non,26,Célibataire,Commercial,Cadre Commercial,8,2,1
Oui,1,3,2,1,Marketing,Occasionnel,6,1,1,5,4,4,3,3,Non,52,Marié(e),Commercial,Senior Manager,1,32,1
Non,1,2,28,3,Transformation Digitale,Occasionnel,11,4,4,4,4,3,3,3,Oui,44,Marié(e),Commercial,Cadre Commercial,3,12,0
Non,1,3,1,3,Infra & Cloud,Aucun,0,4,3,2,3,1,3,3,Non,50,Marié(e),Commercial,Cadre Commercial,0,18,0
Oui,0,1,16,4,Infra & Cloud,Occasionnel,15,3,4,1,1,3,3,3,Non,36,Célibataire,Consulting,Consultant,1,17,1
Non,0,2,22,3,Transformation Digitale,Frequent,2,4,3,3,1,3,3,3,Oui,39,Célibataire,Consulting,Tech Lead,1,21,0
Non,0,2,8,1,Infra & Cloud,Aucun,2,2,2,1,4,4,2,3,Non,33,Célibataire,Commercial,Représentant Commercial,0,2,0
Non,1,4,11,2,Infra & Cloud,Occasionnel,1,4,3,4,4,2,4,3,Non,45,Marié(e),Commercial,Senior Manager,3,9,0
Non,0,2,29,4,Transformation Digitale,Aucun,7,4,3,1,3,2,3,3,Non,32,Célibataire,Consulting,Consultant,9,8,0
Non,1,2,1,4,Marketing,Occasionnel,0,2,4,2,4,4,2,3,Non,34,Divorcé(e),Commercial,Cadre Commercial,0,15,0
